Brasil;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008
Brasil;27,29;71,1;1,12;4,87;36,81;88,12;116,99;156,13;326,59;54,48;63,89;225,97;401,63;156,88;40,01;82,28;143,19;264,88;293,35
